N_arv;UPA;UT;Nome_Cientifico;Nome_Popular;DAP_cm;Alt;Categoria;QF;Vol;g;lat;lon
180135;6;18;Bertholletia excelsa;Castanheira;75,44;15;Remanescente;2;5,0215;0,447;-5,877932;-54,950998
180136;6;18;Enterolobium spp.;Fava-timbaúba;44,56;15;Remanescente;1;1,5457;0,156;-5,878527;-54,951013
180137;6;18;Couratari guianensis;Tauari;92,31;17;Explorar;1;8,035;0,6692;-5,881587;-54,950943
180138;6;18;Enterolobium maximum;Fava-tamboril;71,62;15;Remanescente;1;4,5256;0,4029;-5,881685;-54,95099
180139;6;18;Enterolobium maximum;Fava-tamboril;41,38;15;Remanescente;1;1,2806;0,1345;-5,881372;-54,951387
180140;6;18;Astronium lecointei;Muiracatiara;44,56;14;Remanescente;1;1,469;0,156;-5,879482;-54,951156
180141;6;18;Astronium lecointei;Muiracatiara;44,56;18;Remanescente;2;1,7665;0,156;-5,877906;-54,951164
180142;6;18;Manilkara elata;Maçaranduba;73,21;17;Explorar;1;5,1856;0,421;-5,877619;-54,951468
180143;6;18;Manilkara elata;Maçaranduba;63,66;18;Explorar;1;4,0454;0,3183;-5,876358;-54,951242
180144;6;18;Enterolobium maximum;Fava-tamboril;94,86;19;Remanescente;1;9,1401;0,7067;-5,876222;-54,951309
180145;6;18;Manilkara elata;Maçaranduba;130,51;15;Explorar;2;12,7576;1,3377;-5,876288;-54,951483
180146;6;18;Goupia glabra;Cupiúba;124,14;10;Remanescente;3;8,7674;1,2104;-5,878008;-54,951465
180147;6;18;Bertholletia excelsa;Castanheira;82,76;15;Remanescente;1;6,0038;0,5379;-5,878379;-54,951421
180148;6;18;Goupia glabra;Cupiúba;50,93;13;Remanescente;2;1,9246;0,2037;-5,878608;-54,951502
180149;6;18;Simarouba amara;Marupá;44,56;14;Remanescente;1;1,469;0,156;-5,881633;-54,951588
180150;6;18;Micropholis melinoniana;Currupixá;59,84;16;Substituta;1;3,2442;0,2813;-5,881763;-54,951644
180151;6;18;Manilkara elata;Maçaranduba;53,16;15;Explorar;1;2,3657;0,2219;-5,882587;-54,951939
180152;6;18;Couratari guianensis;Tauari;52,52;18;Explorar;1;2,6286;0,2166;-5,881433;-54,951789
180153;6;18;Vatairea paraensis;Fava-amargosa;42,97;17;Remanescente;1;1,546;0,145;-5,880956;-54,951817
180154;6;18;Cedrelinga cateniformis;Cedroarana;63,66;14;Substituta;2;3,3641;0,3183;-5,879905;-54,951828
180155;6;18;Goupia glabra;Cupiúba;82,76;13;Explorar;1;5,4006;0,5379;-5,879543;-54,951694
180156;6;18;Manilkara elata;Maçaranduba;60,48;15;Remanescente;1;3,1669;0,2873;-5,878888;-54,95171
180157;6;18;Micropholis melinoniana;Currupixá;116,18;16;Explorar;1;11,2558;1,0602;-5,878473;-54,951845
180158;6;18;Parkia pendula;Fava-bolota;80,53;13;Remanescente;3;5,1283;0,5094;-5,877844;-54,951839
180159;6;18;Handroanthus impetiginosum;Ipê-roxo;95,49;22;Explorar;1;10,2797;0,7162;-5,876421;-54,951742
180160;6;18;Manilkara elata;Maçaranduba;62,07;13;Explorar;1;3,0149;0,3026;-5,876259;-54,951755
180161;6;18;Goupia glabra;Cupiúba;66,85;14;Explorar;1;3,7307;0,3509;-5,877964;-54,952019
180162;6;18;Apuleia leiocarpa;Garapeira;40,74;18;Remanescente;1;1,4061;0,1304;-5,878029;-54,952039
180163;6;18;Couratari guianensis;Tauari;79,58;17;Explorar;1;6,108;0,4974;-5,878489;-54,951981
180164;6;18;Micropholis melinoniana;Currupixá;111,41;15;Remanescente;1;10,0523;0,9748;-5,878587;-54,952048
180165;6;18;Vatairea paraensis;Fava-amargosa;80,53;17;Remanescente;2;6,2492;0,5094;-5,878891;-54,952086
180166;6;18;Ocotea rubra;Louro-vermelho;85,94;15;Remanescente;1;6,4412;0,5801;-5,878883;-54,952074
180167;6;18;Goupia glabra;Cupiúba;50,93;10;Substituta;2;1,5811;0,2037;-5,880026;-54,952223
180168;6;18;Castilla ulei;Caucho;79,58;8;Remanescente;2;3,4749;0,4974;-5,881416;-54,951977
180169;6;18;Enterolobium maximum;Fava-tamboril;51,25;15;Remanescente;1;2,1713;0,2063;-5,883522;-54,952403
180170;6;18;Apuleia leiocarpa;Garapeira;57,3;18;Explorar;1;3,2093;0,2578;-5,883293;-54,952356
180171;6;18;Goupia glabra;Cupiúba;85,94;14;Explorar;1;6,1214;0,5801;-5,882588;-54,952281
180172;6;18;Couratari guianensis;Tauari;89,13;15;Explorar;2;6,8837;0,6239;-5,882462;-54,952278
180173;6;18;Castilla ulei;Caucho;44,56;10;Remanescente;2;1,1423;0,156;-5,881048;-54,952263
180174;6;18;Schizolobium amazonicum;Paricá;42,97;12;Remanescente;1;1,1952;0,145;-5,879932;-54,952311
180175;6;18;Manilkara elata;Maçaranduba;42,97;14;Remanescente;1;1,3403;0,145;-5,878597;-54,952345
180176;6;18;Parkia gigantocarpa;Fava-atanã;133,69;15;Remanescente;1;13,2002;1,4037;-5,878228;-54,952422
180177;6;18;Astronium lecointei;Muiracatiara;45,84;20;Remanescente;1;2,0452;0,165;-5,877355;-54,952462
180178;6;18;Goupia glabra;Cupiúba;52,52;13;Explorar;1;2,0691;0,2166;-5,876762;-54,952346
180179;6;18;Ocotea baturitensis;Louro-preto;76,71;14;Remanescente;1;4,9319;0,4622;-5,876453;-54,952329
180180;6;18;Goupia glabra;Cupiúba;67,48;13;Explorar;1;3,602;0,3577;-5,876401;-54,952535
180181;6;18;Ocotea cymbarum;Louro-amarelo;44,56;15;Remanescente;3;1,5457;0,156;-5,876524;-54,952603
180182;6;18;Ocotea rubra;Louro-vermelho;74,8;16;Remanescente;1;5,1779;0,4395;-5,877309;-54,952643
180183;6;18;Chrysophyllum lucentifolium;Goiabão;43,29;18;Remanescente;1;1,6422;0,1472;-5,877573;-54,952636
180184;6;18;Micropholis melinoniana;Currupixá;152,79;19;Explorar;1;18,7549;1,8335;-5,878004;-54,952816
180185;6;18;Dipteryx odorata;Cumaru;44,56;13;Remanescente;1;1,3904;0,156;-5,877825;-54,952878
180186;6;18;Apuleia leiocarpa;Garapeira;103,45;17;Explorar;1;9,7706;0,8405;-5,877587;-54,952879
180187;6;18;Apuleia leiocarpa;Garapeira;84,35;15;Substituta;1;6,2218;0,5588;-5,877495;-54,952984
180188;6;18;Schizolobium amazonicum;Paricá;57,61;16;Remanescente;2;2,9815;0,2607;-5,877292;-54,953178
180189;6;18;Apuleia leiocarpa;Garapeira;51,25;18;Remanescente;1;2,4814;0,2063;-5,879844;-54,952694
180190;6;18;Micropholis melinoniana;Currupixá;159,15;17;Substituta;1;18,201;1,9894;-5,880588;-54,952463
180191;6;18;Manilkara elata;Maçaranduba;52,52;14;Explorar;1;2,1859;0,2166;-5,881131;-54,95259
180192;6;18;Cedrelinga cateniformis;Cedroarana;85,94;14;Remanescente;1;6,1214;0,5801;-5,882412;-54,952592
180193;6;18;Simarouba amara;Marupá;42,97;13;Remanescente;1;1,2687;0,145;-5,883224;-54,952628
180194;6;18;Manilkara elata;Maçaranduba;71,62;17;Explorar;1;4,9608;0,4029;-5,883792;-54,952616
180195;6;18;Apuleia leiocarpa;Garapeira;97,08;18;Explorar;2;9,1491;0,7403;-5,883989;-54,952552
180196;6;18;Manilkara elata;Maçaranduba;66,21;13;Explorar;1;3,461;0,3443;-5,884152;-54,952727
180197;6;18;Hymenaea courbaril;Jatobá;76,39;21;Explorar;1;6,5775;0,4584;-5,883913;-54,952829
180198;6;18;Astronium lecointei;Muiracatiara;53,48;20;Explorar;1;2,959;0,2246;-5,883111;-54,952851
180199;6;18;Ocotea baturitensis;Louro-preto;55,39;15;Remanescente;1;2,6004;0,2409;-5,883062;-54,952884
180200;6;18;Brosimum parinarioides;Amapá;64,62;19;Remanescente;1;4,3435;0,3279;-5,882907;-54,95285
180201;6;18;Apuleia leiocarpa;Garapeira;71,62;18;Explorar;1;5,172;0,4029;-5,882828;-54,952912
180202;6;18;Cedrelinga cateniformis;Cedroarana;66,85;16;Explorar;1;4,1163;0,3509;-5,88255;-54,952822
180203;6;18;Couratari guianensis;Tauari;57,3;18;Explorar;1;3,2093;0,2578;-5,881493;-54,95294
180204;6;18;Cariniana micrantha;Tauari-cachimbo;82,76;21;Remanescente;1;7,6717;0,5379;-5,880681;-54,952789
180205;6;18;Apuleia leiocarpa;Garapeira;39,79;15;Remanescente;1;1,1567;0,1243;-5,880214;-54,952977
180206;6;18;Bagassa guianensis;Tatajuba;104,72;13;Remanescente;2;8,1819;0,8614;-5,882899;-54,953047
180207;6;18;Vatairea paraensis;Fava-amargosa;46,15;21;Remanescente;1;2,155;0,1673;-5,883067;-54,953058
180208;6;18;Apuleia leiocarpa;Garapeira;110,45;19;Explorar;1;11,7859;0,9582;-5,883341;-54,953183
180209;6;18;Hymenaea parvifolia;Jutaí-mirim;53,79;18;Substituta;1;2,7792;0,2273;-5,883826;-54,953264
180210;6;18;Hymenaea parvifolia;Jutaí-mirim;63,66;16;Remanescente;1;3,7118;0,3183;-5,884029;-54,953156
180211;6;18;Holopyxidium jarana;Jarana;57,3;14;Remanescente;1;2,6688;0,2578;-5,884042;-54,953028
180212;6;18;Astronium lecointei;Muiracatiara;47,11;20;Remanescente;1;2,1877;0,1743;-5,884892;-54,953126
180213;6;18;Enterolobium spp.;Fava-timbaúba;43,61;16;Remanescente;2;1,5349;0,1494;-5,884917;-54,953485
180214;6;18;Goupia glabra;Cupiúba;101,86;14;Remanescente;3;8,2548;0,8149;-5,884399;-54,953338
180215;6;18;Apuleia leiocarpa;Garapeira;54,11;15;Explorar;1;2,4653;0,23;-5,883984;-54,953435
180216;6;18;Apuleia leiocarpa;Garapeira;97,08;19;Explorar;1;9,5157;0,7403;-5,883957;-54,953415
180217;6;18;Chrysophyllum lucentifolium;Goiabão;63,03;18;Remanescente;1;3,9589;0,312;-5,883877;-54,953418
180218;6;18;Handroanthus serratifolius;Ipê-amarelo;57,3;20;Remanescente;1;3,4642;0,2578;-5,883732;-54,95339
180219;6;18;Astronium lecointei;Muiracatiara;63,66;21;Explorar;1;4,5232;0,3183;-5,883452;-54,953367
180220;6;18;Hymenaea courbaril;Jatobá;85,94;20;Explorar;1;7,9459;0,5801;-5,882882;-54,953724
180221;6;18;Chrysophyllum lucentifolium;Goiabão;39,79;18;Remanescente;1;1,3219;0,1243;-5,883601;-54,953634
180222;6;18;Manilkara elata;Maçaranduba;50,93;17;Remanescente;1;2,3452;0,2037;-5,885995;-54,953584
180223;6;18;Micropholis melinoniana;Currupixá;62,71;15;Remanescente;1;3,4265;0,3088;-5,886062;-54,953689
180224;6;18;Parkia gigantocarpa;Fava-atanã;79,58;15;Remanescente;1;5,5722;0,4974;-5,885608;-54,953962
180225;6;18;Apuleia leiocarpa;Garapeira;40,74;17;Remanescente;1;1,3487;0,1304;-5,885141;-54,954196
180226;6;18;Manilkara elata;Maçaranduba;42,97;13;Remanescente;1;1,2687;0,145;-5,885096;-54,954173
180227;6;18;Vatairea paraensis;Fava-amargosa;51,57;20;Remanescente;1;2,7179;0,2088;-5,884931;-54,953992
180228;6;18;Apuleia leiocarpa;Garapeira;103,45;17;Explorar;1;9,7706;0,8405;-5,884622;-54,953901
180229;6;18;Manilkara elata;Maçaranduba;95,49;18;Explorar;1;8,891;0,7162;-5,882591;-54,953925
180230;6;18;Bertholletia excelsa;Castanheira;40,74;14;Remanescente;1;1,1693;0,1304;-5,886094;-54,954154
180231;6;18;Micropholis melinoniana;Currupixá;64,94;15;Remanescente;1;3,6927;0,3312;-5,886209;-54,954273
180232;6;18;Micropholis melinoniana;Currupixá;50,93;17;Explorar;1;2,3452;0,2037;-5,884987;-54,954514
180233;6;18;Parkia gigantocarpa;Fava-atanã;60,48;15;Remanescente;2;3,1669;0,2873;-5,884632;-54,954492
180234;6;18;Manilkara elata;Maçaranduba;44,88;13;Remanescente;1;1,4154;0,1582;-5,884438;-54,954465
180235;6;18;Goupia glabra;Cupiúba;50,93;13;Explorar;1;1,9246;0,2037;-5,88434;-54,954432
180236;6;18;Hymenaea parvifolia;Jutaí-mirim;50,61;17;Substituta;1;2,3106;0,2012;-5,883356;-54,954339
180237;6;18;Couratari guianensis;Tauari;95,49;16;Remanescente;3;8,1578;0,7162;-5,881573;-54,954535
180238;6;18;Handroanthus serratifolius;Ipê-amarelo;40,11;20;Remanescente;1;1,4569;0,1263;-5,881546;-54,954559
180239;6;18;Astronium lecointei;Muiracatiara;50,93;21;Remanescente;2;2,7339;0,2037;-5,881045;-54,954399
180240;6;18;Dipteryx odorata;Cumaru;42,97;10;Remanescente;2;1,0422;0,145;-5,880878;-54,95449
180241;6;18;Vatairea paraensis;Fava-amargosa;48,38;20;Remanescente;1;2,3344;0,1839;-5,880793;-54,954489
180242;6;18;Goupia glabra;Cupiúba;51,57;15;Explorar;1;2,2032;0,2088;-5,882386;-54,95476
180243;6;18;Manilkara elata;Maçaranduba;120,96;11;Remanescente;3;9,0623;1,1491;-5,883539;-54,954755
180244;6;18;Hymenaea courbaril;Jatobá;66,85;20;Substituta;1;4,8426;0,3509;-5,88377;-54,954803
180245;6;18;Manilkara elata;Maçaranduba;63,66;12;Substituta;2;2,9999;0,3183;-5,883929;-54,954895
180246;6;18;Apuleia leiocarpa;Garapeira;101,86;18;Explorar;1;9,9266;0,8149;-5,883952;-54,954915
180247;6;18;Chrysophyllum lucentifolium;Goiabão;41,38;18;Remanescente;1;1,4635;0,1345;-5,884103;-54,954883
180248;6;18;Hymenaea courbaril;Jatobá;77,99;20;Explorar;1;6,6107;0,4777;-5,88439;-54,954762
180249;6;18;Dipteryx odorata;Cumaru;40,11;13;Remanescente;2;1,0624;0,1263;-5,884521;-54,954683
180250;6;18;Chrysophyllum lucentifolium;Goiabão;45,2;18;Remanescente;1;1,8301;0,1605;-5,884981;-54,954819
180251;6;18;Manilkara elata;Maçaranduba;63,03;16;Explorar;1;3,6324;0,312;-5,885282;-54,954759
180252;6;18;Schizolobium amazonicum;Paricá;51,88;19;Remanescente;3;2,657;0,2114;-5,885584;-54,954784
180253;6;18;Manilkara elata;Maçaranduba;39,79;14;Remanescente;2;1,0993;0,1243;-5,885712;-54,954762
180254;6;18;Manilkara elata;Maçaranduba;52,2;15;Remanescente;2;2,2676;0,214;-5,886031;-54,954783
180255;6;18;Cedrelinga cateniformis;Cedroarana;82,76;13;Remanescente;2;5,4006;0,5379;-5,886334;-54,954833
180256;6;18;Manilkara elata;Maçaranduba;101,86;14;Remanescente;1;8,2548;0,8149;-5,886587;-54,954942
180257;6;18;Goupia glabra;Cupiúba;50,93;13;Remanescente;1;1,9246;0,2037;-5,886063;-54,954649
180258;6;18;Micropholis melinoniana;Currupixá;39,79;14;Remanescente;1;1,0993;0,1243;-5,886105;-54,955053
180259;6;18;Manilkara elata;Maçaranduba;58,89;15;Explorar;1;2,9857;0,2724;-5,883723;-54,955057
180260;6;18;Hymenaea courbaril;Jatobá;43,29;16;Remanescente;1;1,5068;0,1472;-5,883137;-54,955067
180261;6;18;Apuleia leiocarpa;Garapeira;82,76;20;Explorar;1;7,4062;0,5379;-5,882994;-54,955126
180262;6;18;Vatairea paraensis;Fava-amargosa;70,03;21;Remanescente;1;5,524;0,3852;-5,881566;-54,955205
180263;6;18;Couratari guianensis;Tauari;54,11;18;Explorar;1;2,8173;0,23;-5,881389;-54,954677
180264;6;18;Hymenaea courbaril;Jatobá;82,76;20;Substituta;1;7,4062;0,5379;-5,884069;-54,955245
180265;6;18;Dipteryx odorata;Cumaru;84,03;14;Remanescente;1;5,8714;0,5546;-5,884907;-54,955276
180266;6;18;Apuleia leiocarpa;Garapeira;70,03;19;Substituta;1;5,1384;0,3852;-5,885355;-54,955225
180267;6;18;Astronium lecointei;Muiracatiara;63,03;19;Remanescente;1;4,1175;0,312;-5,885652;-54,955261
180268;6;18;Goupia glabra;Cupiúba;47,11;15;Remanescente;2;1,7735;0,1743;-5,885654;-54,955323
180269;6;18;Goupia glabra;Cupiúba;50,93;16;Remanescente;1;2,2434;0,2037;-5,886619;-54,955241
180270;6;18;Goupia glabra;Cupiúba;47,75;14;Remanescente;2;1,7415;0,179;-5,886188;-54,955641
180271;6;18;Handroanthus impetiginosum;Ipê-roxo;66,85;21;Remanescente;1;5,0162;0,3509;-5,886105;-54,955627
180272;6;18;Dipteryx odorata;Cumaru;39,79;13;Remanescente;1;1,0405;0,1243;-5,885983;-54,955547
180273;6;18;Hymenaea courbaril;Jatobá;54,11;19;Substituta;1;2,9302;0,23;-5,885746;-54,955558
180274;6;18;Dipteryx odorata;Cumaru;45,84;14;Remanescente;1;1,5756;0,165;-5,885382;-54,955429
180275;6;18;Parkia pendula;Fava-bolota;63,66;13;Remanescente;1;3,1842;0,3183;-5,884864;-54,955406
180276;6;18;Vatairea paraensis;Fava-amargosa;40,43;20;Remanescente;1;1,4872;0,1284;-5,883152;-54,955577
180277;6;18;Bagassa guianensis;Tatajuba;47,75;16;Remanescente;2;1,9215;0,179;-5,882988;-54,95555
180278;6;18;Couratari guianensis;Tauari;79,58;17;Substituta;2;6,108;0,4974;-5,882861;-54,955543
180279;6;18;Lecythis pisonis;Sapucaia;98,68;14;Remanescente;1;7,8234;0,7647;-5,881439;-54,955649
180280;6;18;Holopyxidium jarana;Jarana;44,56;15;Remanescente;1;1,5457;0,156;-5,882163;-54,955874
180281;6;18;Apuleia leiocarpa;Garapeira;57,3;17;Explorar;1;3,0782;0,2578;-5,88286;-54,95572
180282;6;18;Manilkara elata;Maçaranduba;44,56;14;Remanescente;1;1,469;0,156;-5,882894;-54,955772
180283;6;18;Manilkara elata;Maçaranduba;63,66;16;Explorar;1;3,7118;0,3183;-5,884883;-54,955886
180284;6;18;Manilkara elata;Maçaranduba;43,29;14;Remanescente;2;1,3656;0,1472;-5,884907;-54,955882
180285;6;18;Astronium lecointei;Muiracatiara;55,39;18;Explorar;1;2,9718;0,2409;-5,886112;-54,955823
180286;6;18;Manilkara elata;Maçaranduba;69,71;15;Remanescente;1;4,2828;0,3817;-5,886485;-54,955878
180287;6;18;Dipteryx odorata;Cumaru;53,48;13;Explorar;2;2,1577;0,2246;-5,886223;-54,956041
180288;6;18;Goupia glabra;Cupiúba;40,74;14;Remanescente;2;1,1693;0,1304;-5,885712;-54,956117
180289;6;18;Simarouba amara;Marupá;57,3;16;Explorar;1;2,9446;0,2578;-5,885352;-54,956105
180290;6;18;Manilkara elata;Maçaranduba;76,39;16;Explorar;1;5,3975;0,4584;-5,884904;-54,956048
180291;6;18;Goupia glabra;Cupiúba;50,93;15;Explorar;1;2,1395;0,2037;-5,884857;-54,956126
180292;6;18;Vatairea paraensis;Fava-amargosa;75,44;21;Remanescente;1;6,4166;0,447;-5,884872;-54,95615
180293;6;18;Manilkara elata;Maçaranduba;55,7;14;Explorar;1;2,5039;0,2437;-5,884125;-54,955977
180294;6;18;Goupia glabra;Cupiúba;54,11;14;Explorar;1;2,3429;0,23;-5,883795;-54,956158
180295;6;18;Hymenaea courbaril;Jatobá;90,4;21;Explorar;1;9,0237;0,6418;-5,883426;-54,956171
180296;6;18;Goupia glabra;Cupiúba;74,48;13;Explorar;2;4,4045;0,4357;-5,883326;-54,956191
180297;6;18;Dipteryx odorata;Cumaru;41,38;12;Remanescente;1;1,0853;0,1345;-5,883248;-54,956155
180298;6;18;Hymenaea parvifolia;Jutaí-mirim;42,02;16;Remanescente;1;1,3965;0,1387;-5,882689;-54,956017
180299;6;18;Vatairea paraensis;Fava-amargosa;70,03;20;Remanescente;1;5,3329;0,3852;-5,8816;-54,956383
180300;6;18;Cedrelinga cateniformis;Cedroarana;57,3;16;Remanescente;1;2,9446;0,2578;-5,882014;-54,956315
180301;6;18;Bertholletia excelsa;Castanheira;101,86;15;Remanescente;1;8,6861;0,8149;-5,88254;-54,956271
180302;6;18;Hymenolobium petraeum;Angelim-pedra;79,58;17;Substituta;1;6,108;0,4974;-5,882741;-54,956389
180303;6;18;Manilkara elata;Maçaranduba;66,85;16;Explorar;1;4,1163;0,3509;-5,884037;-54,956306
180304;6;18;Hymenaea parvifolia;Jutaí-mirim;56,66;18;Explorar;1;3,1294;0,2521;-5,885616;-54,956499
180305;6;18;Brosimum parinarioides;Amapá;42,97;16;Remanescente;1;1,4789;0,145;-5,886182;-54,956382
180306;6;18;Hymenaea courbaril;Jatobá;63,03;18;Remanescente;1;3,9589;0,312;-5,886385;-54,956624
180307;6;18;Couratari guianensis;Tauari;40,74;16;Remanescente;1;1,2901;0,1304;-5,885961;-54,956535
180308;6;18;Goupia glabra;Cupiúba;117,77;14;Explorar;2;10,4169;1,0894;-5,885048;-54,956609
180309;6;18;Goupia glabra;Cupiúba;72,26;16;Explorar;1;4,8312;0,4101;-5,884492;-54,956796
180310;6;18;Manilkara elata;Maçaranduba;57,93;18;Explorar;1;3,2899;0,2636;-5,884445;-54,956824
180311;6;18;Hymenaea parvifolia;Jutaí-mirim;53,16;20;Explorar;1;2,9183;0,2219;-5,883489;-54,956818
180312;6;18;Goupia glabra;Cupiúba;53,48;16;Explorar;1;2,5152;0,2246;-5,883291;-54,956658
180313;6;18;Simarouba amara;Marupá;82,76;15;Explorar;1;6,0038;0,5379;-5,882653;-54,956622
180314;6;18;Holopyxidium jarana;Jarana;76,39;16;Remanescente;2;5,3975;0,4584;-5,882215;-54,956905
180315;6;18;Manilkara elata;Maçaranduba;53,48;17;Explorar;1;2,6293;0,2246;-5,884772;-54,956954
180316;6;18;Lecythis pisonis;Sapucaia;117,77;15;Remanescente;1;10,9611;1,0894;-5,885021;-54,957027
180317;6;18;Hymenaea courbaril;Jatobá;57,3;18;Explorar;1;3,2093;0,2578;-5,885089;-54,957012
180318;6;18;Goupia glabra;Cupiúba;69,71;16;Remanescente;3;4,4908;0,3817;-5,884469;-54,957221
180319;6;18;Simarouba amara;Marupá;54,11;18;Explorar;1;2,8173;0,23;-5,884342;-54,957205
180320;6;18;Goupia glabra;Cupiúba;58,89;14;Explorar;1;2,8374;0,2724;-5,884224;-54,957234
180321;6;18;Manilkara elata;Maçaranduba;47,75;15;Remanescente;1;1,8325;0,179;-5,884122;-54,957196
180322;6;18;Apuleia leiocarpa;Garapeira;43,93;17;Remanescente;1;1,6343;0,1515;-5,882706;-54,957279
180323;6;18;Couratari guianensis;Tauari;60,48;17;Substituta;1;3,4714;0,2873;-5,883062;-54,957456
180324;6;18;Parkia pendula;Fava-bolota;51,25;14;Remanescente;1;2,0635;0,2063;-5,883623;-54,957376
180325;6;18;Manilkara elata;Maçaranduba;40,11;14;Remanescente;1;1,1224;0,1263;-5,883813;-54,957476
180326;6;18;Goupia glabra;Cupiúba;43,93;13;Remanescente;2;1,3411;0,1515;-5,884907;-54,957526
180327;6;18;Caryocar villosum;Pequiá;66,85;14;Remanescente;2;3,7307;0,3509;-5,885018;-54,957592
180328;6;18;Goupia glabra;Cupiúba;41,38;13;Remanescente;3;1,152;0,1345;-5,885329;-54,957498
180329;6;18;Goupia glabra;Cupiúba;52,52;10;Explorar;1;1,6998;0,2166;-5,884823;-54,957717
180330;6;18;Parkia pendula;Fava-bolota;56,66;13;Remanescente;2;2,4632;0,2521;-5,883401;-54,957687
180331;6;18;Manilkara elata;Maçaranduba;44,56;16;Remanescente;1;1,6208;0,156;-5,882224;-54,958028
180332;6;18;Holopyxidium jarana;Jarana;65,25;14;Remanescente;1;3,5459;0,3344;-5,883249;-54,958027
180333;6;18;Simarouba amara;Marupá;63,66;11;Substituta;1;2,8106;0,3183;-5,883459;-54,957991
180334;6;18;Mezilaurus itauba;Itaúba;61,75;14;Remanescente;1;3,1498;0,2995;-5,883856;-54,9582
180335;6;18;Goupia glabra;Cupiúba;80,53;12;Remanescente;3;4,8314;0,5094;-5,884298;-54,958084
180336;6;18;Manilkara elata;Maçaranduba;85,94;15;Remanescente;1;6,4412;0,5801;-5,884983;-54,957985
180337;6;18;Couratari guianensis;Tauari;120,96;16;Remanescente;3;11,9679;1,1491;-5,884475;-54,958342
180338;6;18;Caryocar villosum;Pequiá;50,93;14;Remanescente;1;2,0333;0,2037;-5,884236;-54,95838
180339;6;18;Goupia glabra;Cupiúba;89,13;13;Remanescente;3;6,1921;0,6239;-5,884163;-54,958352
180340;6;18;Manilkara elata;Maçaranduba;40,11;14;Remanescente;1;1,1224;0,1263;-5,884112;-54,958331
180341;6;18;Manilkara elata;Maçaranduba;40,74;16;Remanescente;1;1,2901;0,1304;-5,884022;-54,958334
180342;6;18;Couratari guianensis;Tauari;41,38;18;Remanescente;1;1,4635;0,1345;-5,882699;-54,958229
180343;6;18;Couratari guianensis;Tauari;49,34;17;Remanescente;1;2,1743;0,1912;-5,882351;-54,958413
180344;6;18;Hymenaea courbaril;Jatobá;46,79;19;Remanescente;1;2,0732;0,172;-5,882366;-54,958431
180345;6;18;Dipteryx odorata;Cumaru;43,61;13;Remanescente;1;1,3168;0,1494;-5,883235;-54,958583
180346;6;18;Caryocar villosum;Pequiá;45,2;14;Remanescente;1;1,5219;0,1605;-5,883879;-54,958499
180347;6;18;Couratari guianensis;Tauari;64,94;19;Explorar;1;4,3891;0,3312;-5,884166;-54,958534
180348;6;18;Simarouba amara;Marupá;63,03;16;Explorar;1;3,6324;0,312;-5,884341;-54,958552
180349;6;18;Manilkara elata;Maçaranduba;65,25;18;Explorar;1;4,2641;0,3344;-5,884484;-54,95857
180350;6;18;Holopyxidium jarana;Jarana;60,48;14;Remanescente;2;3,0096;0,2873;-5,884626;-54,95855
180351;6;18;Dipteryx odorata;Cumaru;63,66;14;Remanescente;1;3,3641;0,3183;-5,884814;-54,958541
180352;6;18;Simarouba amara;Marupá;41,38;17;Remanescente;1;1,4038;0,1345;-5,884853;-54,958582
180353;6;18;Goupia glabra;Cupiúba;60,48;14;Explorar;1;3,0096;0,2873;-5,882749;-54,95896
180354;6;18;Buchenavia grandis;Mirindiba;120,96;13;Remanescente;2;10,2669;1,1491;-5,882828;-54,959078
180355;6;18;Manilkara elata;Maçaranduba;42,97;16;Remanescente;1;1,4789;0,145;-5,884012;-54,9592
180356;6;18;Goupia glabra;Cupiúba;40,74;14;Remanescente;1;1,1693;0,1304;-5,884057;-54,959219
180357;6;18;Goupia glabra;Cupiúba;63,66;13;Substituta;1;3,1842;0,3183;-5,884086;-54,959188
180358;6;18;Couratari guianensis;Tauari;116,18;20;Explorar;1;13,2419;1,0602;-5,884272;-54,95909
180359;6;18;Goupia glabra;Cupiúba;79,58;15;Explorar;2;5,5722;0,4974;-5,883911;-54,959387
180360;6;18;Manilkara elata;Maçaranduba;42,97;15;Remanescente;1;1,4104;0,145;-5,882783;-54,959691
180361;6;18;Parkia gigantocarpa;Fava-atanã;92,31;16;Remanescente;1;7,6862;0,6692;-5,88362;-54,959623
180362;6;18;Dipteryx odorata;Cumaru;44,25;14;Remanescente;2;1,4428;0,1538;-5,883692;-54,959633
180363;6;18;Manilkara elata;Maçaranduba;63,03;16;Explorar;1;3,6324;0,312;-5,883746;-54,959688
180364;6;18;Goupia glabra;Cupiúba;47,75;13;Remanescente;1;1,6484;0,179;-5,883781;-54,959912
180365;6;18;Goupia glabra;Cupiúba;66,85;14;Explorar;1;3,7307;0,3509;-5,883802;-54,959838
180366;6;18;Hymenolobium petraeum;Angelim-pedra;67,48;18;Remanescente;1;4,5761;0,3577;-5,88392;-54,959742
180367;6;18;Hymenaea courbaril;Jatobá;54,11;21;Explorar;1;3,1501;0,23;-5,884182;-54,959866
180368;6;18;Hymenolobium petraeum;Angelim-pedra;50,93;15;Remanescente;1;2,1395;0,2037;-5,884475;-54,959885
180369;6;18;Goupia glabra;Cupiúba;62,07;14;Explorar;1;3,1852;0,3026;-5,88373;-54,960034
