N_arv;UPA;UT;Nome_Cientifico;Nome_Popular;DAP_cm;Alt;Categoria;QF;Vol;g;lat;lon
180370;6;18;Parkia pendula;Fava-bolota;73,21;15;Remanescente;1;4,7307;0,421;-5,882489;-54,960092
180371;6;18;Hymenaea courbaril;Jatobá;66,85;20;Explorar;1;4,8426;0,3509;-5,882909;-54,96049
180372;6;18;Hymenaea courbaril;Jatobá;39,79;19;Remanescente;1;1,3749;0,1243;-5,883076;-54,96051
180373;6;18;Couratari guianensis;Tauari;67,48;18;Explorar;1;4,5761;0,3577;-5,883212;-54,960504
180374;6;18;Manilkara elata;Maçaranduba;50,93;15;Explorar;1;2,1395;0,2037;-5,883289;-54,960464
180375;6;18;Manilkara elata;Maçaranduba;42,97;14;Remanescente;2;1,3403;0,145;-5,883719;-54,960385
180376;6;18;Couratari guianensis;Tauari;85,94;20;Explorar;1;7,9459;0,5801;-5,883985;-54,960491
180377;6;18;Simarouba amara;Marupá;41,38;16;Remanescente;1;1,3428;0,1345;-5,884025;-54,960774
180378;6;18;Manilkara elata;Maçaranduba;40,74;15;Remanescente;1;1,2304;0,1304;-5,883652;-54,960951
180379;6;18;Hymenolobium petraeum;Angelim-pedra;85,94;16;Explorar;1;6,7541;0,5801;-5,883535;-54,960938
180380;6;18;Manilkara elata;Maçaranduba;40,74;14;Remanescente;2;1,1693;0,1304;-5,883415;-54,96102
180381;6;18;Micropholis melinoniana;Currupixá;79,58;20;Explorar;1;6,8738;0,4974;-5,882813;-54,960895
180382;6;18;Handroanthus impetiginosum;Ipê-roxo;111,41;22;Explorar;1;13,2823;0,9748;-5,883278;-54,961246
180383;6;18;Goupia glabra;Cupiúba;61,75;15;Explorar;1;3,3144;0,2995;-5,883922;-54,961519
180384;6;18;Chrysophyllum lucentifolium;Goiabão;47,11;21;Remanescente;1;2,2662;0,1743;-5,883823;-54,96146
180385;6;18;Couratari guianensis;Tauari;50,93;18;Remanescente;1;2,4451;0,2037;-5,882526;-54,961511
180386;6;18;Manilkara elata;Maçaranduba;59,84;14;Remanescente;1;2,9403;0,2813;-5,882451;-54,961572
180387;6;18;Goupia glabra;Cupiúba;98,68;10;Remanescente;2;6,0835;0,7647;-5,882451;-54,961815
180388;6;18;Dipteryx odorata;Cumaru;63,66;14;Remanescente;2;3,3641;0,3183;-5,88243;-54,961837
180389;6;18;Couratari guianensis;Tauari;66,85;16;Remanescente;1;4,1163;0,3509;-5,882603;-54,961925
180390;6;18;Manilkara elata;Maçaranduba;41,38;15;Remanescente;1;1,2806;0,1345;-5,882555;-54,961995
180391;6;18;Micropholis melinoniana;Currupixá;85,94;14;Explorar;1;6,1214;0,5801;-5,882799;-54,962045
180392;6;18;Hymenaea parvifolia;Jutaí-mirim;60,48;19;Remanescente;1;3,7642;0,2873;-5,882835;-54,961981
180393;6;18;Manilkara elata;Maçaranduba;66,85;14;Explorar;1;3,7307;0,3509;-5,882943;-54,961954
180394;6;18;Couratari guianensis;Tauari;57,3;19;Explorar;1;3,3379;0,2578;-5,883007;-54,961727
180395;6;18;Enterolobium maximum;Fava-tamboril;66,85;16;Remanescente;1;4,1163;0,3509;-5,883803;-54,962118
180396;6;18;Manilkara elata;Maçaranduba;53,48;12;Substituta;1;2,0328;0,2246;-5,883439;-54,962071
180397;6;18;Goupia glabra;Cupiúba;71,62;11;Substituta;2;3,5933;0,4029;-5,883334;-54,962045
180398;6;18;Astronium lecointei;Muiracatiara;44,56;20;Remanescente;1;1,9068;0,156;-5,882642;-54,962434
180399;6;18;Holopyxidium jarana;Jarana;40,74;15;Remanescente;1;1,2304;0,1304;-5,882856;-54,962798
180400;6;18;Simarouba amara;Marupá;50,93;16;Remanescente;1;2,2434;0,2037;-5,882989;-54,962878
180401;6;18;Hymenolobium petraeum;Angelim-pedra;66,85;17;Remanescente;1;4,3031;0,3509;-5,88305;-54,96278
180402;6;18;Micropholis melinoniana;Currupixá;73,21;16;Substituta;1;4,9605;0,421;-5,883052;-54,962459
180403;6;18;Buchenavia grandis;Mirindiba;89,13;11;Remanescente;1;5,4656;0,6239;-5,883451;-54,962471
180404;6;18;Simarouba amara;Marupá;89,13;10;Remanescente;2;5,087;0,6239;-5,884075;-54,962633
180405;6;18;Manilkara elata;Maçaranduba;76,39;17;Remanescente;1;5,6424;0,4584;-5,884258;-54,9626
180406;6;18;Manilkara elata;Maçaranduba;43,93;15;Remanescente;1;1,4909;0,1515;-5,885719;-54,954408
180407;6;18;Vochysia maxima;Quaruba;111,41;16;Remanescente;1;10,5406;0,9748;-5,88517;-54,954219
180408;6;18;Manilkara elata;Maçaranduba;69,39;20;Explorar;1;5,2338;0,3782;-5,883982;-54,960267
190001;6;19;Bertholletia excelsa;Castanheira;135,28;23;Remanescente;1;18,3071;1,4374;-5,888744;-54,944167
190002;6;19;Couratari guianensis;Tauari;57,93;26;Explorar;1;4,286;0,2636;-5,887456;-54,944178
190003;6;19;Manilkara elata;Maçaranduba;76,39;24;Explorar;1;7,239;0,4584;-5,887305;-54,94414
190004;6;19;Manilkara elata;Maçaranduba;124,78;27;Explorar;2;18,2808;1,2228;-5,886825;-54,944207
190005;6;19;Handroanthus serratifolius;Ipê-amarelo;40,74;20;Remanescente;1;1,5178;0,1304;-5,8863;-54,944094
190006;6;19;Goupia glabra;Cupiúba;48,7;18;Remanescente;1;2,1971;0,1863;-5,886301;-54,944187
190007;6;19;Manilkara elata;Maçaranduba;101,86;22;Explorar;2;11,4771;0,8149;-5,886366;-54,944381
190008;6;19;Manilkara elata;Maçaranduba;88,81;20;Explorar;1;8,4368;0,6194;-5,887396;-54,944409
190009;6;19;Cedrela odorata;Cedro-vermelho;46,47;17;Remanescente;1;1,8802;0,1696;-5,887523;-54,944489
190010;6;19;Manilkara elata;Maçaranduba;39,79;16;Remanescente;2;1,2129;0,1243;-5,888116;-54,944387
190011;6;19;Goupia glabra;Cupiúba;54,11;18;Explorar;1;2,8173;0,23;-5,888368;-54,944512
190012;6;19;Virola surinamensis;Virola;47,75;20;Remanescente;1;2,2606;0,179;-5,888739;-54,944564
190013;6;19;Vatairea paraensis;Fava-amargosa;46,47;18;Remanescente;1;1,9602;0,1696;-5,888749;-54,944814
190014;6;19;Ocotea rubra;Louro-vermelho;61,12;19;Explorar;2;3,8515;0,2934;-5,888354;-54,94478
190015;6;19;Manilkara elata;Maçaranduba;101,86;24;Explorar;1;12,2154;0,8149;-5,887944;-54,944735
190016;6;19;Brosimum parinarioides;Amapá;70,66;21;Remanescente;1;5,6272;0,3922;-5,887826;-54,94462
190017;6;19;Goupia glabra;Cupiúba;61,75;19;Explorar;1;3,9395;0,2995;-5,887381;-54,944631
190018;6;19;Manilkara elata;Maçaranduba;82,76;25;Explorar;1;8,6927;0,5379;-5,887333;-54,944612
190019;6;19;Trattinnickia rhoifolia;Amescla;72,57;20;Remanescente;2;5,7342;0,4137;-5,886834;-54,944783
190020;6;19;Manilkara elata;Maçaranduba;66,85;18;Remanescente;1;4,4863;0,3509;-5,886451;-54,944656
190021;6;19;Manilkara elata;Maçaranduba;48,7;17;Remanescente;2;2,1074;0,1863;-5,886442;-54,944774
190022;6;19;Hymenaea courbaril;Jatobá;92,63;27;Explorar;1;11,2785;0,6739;-5,886506;-54,945044
190023;6;19;Manilkara elata;Maçaranduba;41,38;17;Remanescente;1;1,4038;0,1345;-5,887108;-54,945046
190024;6;19;Vochysia maxima;Quaruba;55,39;19;Remanescente;3;3,0909;0,2409;-5,887267;-54,944933
190025;6;19;Handroanthus serratifolius;Ipê-amarelo;111,41;30;Explorar;1;16,5608;0,9748;-5,887686;-54,945051
190026;6;19;Manilkara elata;Maçaranduba;105,68;26;Explorar;1;13,7456;0,8771;-5,887898;-54,944926
190027;6;19;Goupia glabra;Cupiúba;76,71;20;Explorar;1;6,4019;0,4622;-5,888159;-54,9449
190028;6;19;Caryocar glabrum;Pequiarana;98,68;22;Explorar;1;10,8772;0,7647;-5,888212;-54,944964
190029;6;19;Manilkara elata;Maçaranduba;70,98;19;Remanescente;1;5,2825;0,3957;-5,888726;-54,944938
190030;6;19;Hymenolobium petraeum;Angelim-pedra;68,44;22;Explorar;1;5,4478;0,3678;-5,88875;-54,944968
190031;6;19;Brosimum parinarioides;Amapá;73,21;25;Remanescente;1;6,8495;0,421;-5,888271;-54,945308
190032;6;19;Dipteryx odorata;Cumaru;77,35;19;Explorar;1;6,2688;0,4699;-5,887842;-54,945199
190033;6;19;Hymenolobium petraeum;Angelim-pedra;146,42;26;Explorar;1;22,2367;1,6839;-5,886803;-54,945343
190034;6;19;Simarouba amara;Marupá;57,93;17;Explorar;2;3,1555;0,2636;-5,886208;-54,945515
190035;6;19;Parkia multijuga;Fava-benguê;63,66;20;Remanescente;1;4,3667;0,3183;-5,886358;-54,945544
190036;6;19;Chrysophyllum lucentifolium;Goiabão;50,29;19;Explorar;1;2,4682;0,1987;-5,888043;-54,945472
190037;6;19;Bertholletia excelsa;Castanheira;140,06;27;Remanescente;1;21,5251;1,5406;-5,888587;-54,945549
190038;6;19;Ocotea rubra;Louro-vermelho;66,85;18;Explorar;1;4,4863;0,3509;-5,888494;-54,945892
190039;6;19;Goupia glabra;Cupiúba;46,47;15;Remanescente;2;1,7153;0,1696;-5,888302;-54,945838
190040;6;19;Manilkara elata;Maçaranduba;76,39;22;Explorar;1;6,8014;0,4584;-5,888182;-54,945834
190041;6;19;Dipteryx odorata;Cumaru;47,75;18;Remanescente;2;2,0942;0,179;-5,887904;-54,945808
190042;6;19;Ocotea rubra;Louro-vermelho;71,62;20;Explorar;1;5,5828;0,4029;-5,88775;-54,945886
190043;6;19;Ocotea rubra;Louro-vermelho;73,85;21;Explorar;2;6,1506;0,4283;-5,887548;-54,94588
190044;6;19;Vochysia maxima;Quaruba;95,49;22;Explorar;2;10,2797;0,7162;-5,887529;-54,945722
190045;6;19;Hymenolobium petraeum;Angelim-pedra;159,15;20;Remanescente;1;20,4831;1,9894;-5,887271;-54,945865
190046;6;19;Couratari guianensis;Tauari;101,86;24;Explorar;2;12,2154;0,8149;-5,887008;-54,945868
190047;6;19;Caryocar glabrum;Pequiarana;140,06;21;Explorar;2;17,9856;1,5406;-5,886934;-54,945846
190048;6;19;Manilkara elata;Maçaranduba;86,58;20;Explorar;1;8,0546;0,5887;-5,886324;-54,945817
190049;6;19;Cedrelinga cateniformis;Cedroarana;98,68;20;Explorar;2;10,1551;0,7647;-5,885864;-54,945847
190050;6;19;Manilkara elata;Maçaranduba;67,48;18;Remanescente;1;4,5761;0,3577;-5,885261;-54,945752
190051;6;19;Manilkara elata;Maçaranduba;75,12;20;Substituta;2;6,143;0,4432;-5,885241;-54,945586
190052;6;19;Couratari guianensis;Tauari;94,86;25;Explorar;1;11,1338;0,7067;-5,885164;-54,945993
190053;6;19;Chrysophyllum lucentifolium;Goiabão;42,97;19;Remanescente;1;1,6764;0,145;-5,885136;-54,946023
190054;6;19;Apuleia leiocarpa;Garapeira;56,66;17;Explorar;2;3,0016;0,2521;-5,885147;-54,946082
190055;6;19;Astronium lecointei;Muiracatiara;60,48;26;Remanescente;1;4,715;0,2873;-5,885287;-54,946004
190056;6;19;Goupia glabra;Cupiúba;51,88;15;Explorar;2;2,2353;0,2114;-5,885762;-54,946073
190057;6;19;Simarouba amara;Marupá;56,66;18;Explorar;1;3,1294;0,2521;-5,885916;-54,946065
190058;6;19;Parkia multijuga;Fava-benguê;58,25;16;Remanescente;1;3,0558;0,2665;-5,88655;-54,946156
190059;6;19;Couratari guianensis;Tauari;59,52;20;Substituta;2;3,772;0,2783;-5,886461;-54,945962
190060;6;19;Vochysia maxima;Quaruba;60,8;14;Explorar;1;3,0445;0,2903;-5,887093;-54,946097
190061;6;19;Ocotea rubra;Louro-vermelho;105,04;18;Explorar;1;10,4467;0,8666;-5,887302;-54,946104
190062;6;19;Ocotea rubra;Louro-vermelho;67,8;15;Explorar;2;4,0437;0,361;-5,887536;-54,946135
190063;6;19;Cedrelinga cateniformis;Cedroarana;106,95;20;Explorar;2;11,6137;0,8984;-5,887705;-54,946046
190064;6;19;Cedrelinga cateniformis;Cedroarana;108,23;20;Explorar;2;11,8385;0,9199;-5,887967;-54,94606
190065;6;19;Parkia multijuga;Fava-benguê;73,21;19;Remanescente;1;5,623;0,421;-5,888088;-54,945985
190066;6;19;Hymenaea parvifolia;Jutaí-mirim;62,07;21;Explorar;1;4,2828;0,3026;-5,888573;-54,946107
190067;6;19;Ocotea rubra;Louro-vermelho;104,09;20;Explorar;2;11,108;0,8509;-5,888596;-54,946071
190068;6;19;Ocotea rubra;Louro-vermelho;59,52;19;Remanescente;2;3,6344;0,2783;-5,888693;-54,946016
190069;6;19;Vochysia maxima;Quaruba;54,75;18;Remanescente;1;2,8942;0,2354;-5,888702;-54,946294
190070;6;19;Goupia glabra;Cupiúba;64,94;14;Remanescente;1;3,5093;0,3312;-5,888698;-54,946348
190071;6;19;Cedrelinga cateniformis;Cedroarana;136,87;20;Explorar;2;16,8256;1,4714;-5,888556;-54,946395
190072;6;19;Goupia glabra;Cupiúba;39,79;14;Remanescente;2;1,0993;0,1243;-5,888553;-54,946415
190073;6;19;Holopyxidium jarana;Jarana;40,11;16;Remanescente;2;1,2384;0,1263;-5,888465;-54,946376
190074;6;19;Manilkara elata;Maçaranduba;48,38;23;Remanescente;1;2,5814;0,1839;-5,888436;-54,946369
190075;6;19;Dipteryx odorata;Cumaru;49,02;17;Remanescente;2;2,1408;0,1887;-5,888428;-54,946415
190076;6;19;Ocotea rubra;Louro-vermelho;77,03;18;Explorar;2;5,979;0,466;-5,888178;-54,946439
190077;6;19;Holopyxidium jarana;Jarana;60,8;20;Explorar;2;3,9519;0,2903;-5,888069;-54,946335
190078;6;19;Hevea brasiliensis;Seringueira;40,11;12;Remanescente;2;1,0009;0,1263;-5,887312;-54,946364
190079;6;19;Couratari guianensis;Tauari;100,27;25;Explorar;1;12,2475;0,7896;-5,886794;-54,946345
190080;6;19;Holopyxidium jarana;Jarana;41,38;13;Remanescente;1;1,152;0,1345;-5,886442;-54,946445
190081;6;19;Goupia glabra;Cupiúba;91,99;16;Explorar;2;7,6392;0,6646;-5,886405;-54,946491
190082;6;19;Parkia multijuga;Fava-benguê;82,76;19;Remanescente;1;7,1361;0,5379;-5,886054;-54,946426
190083;6;19;Apuleia leiocarpa;Garapeira;55,07;14;Remanescente;3;2,439;0,2382;-5,885345;-54,94638
190084;6;19;Hymenaea parvifolia;Jutaí-mirim;57,3;20;Remanescente;2;3,4642;0,2578;-5,8853;-54,946366
190085;6;19;Chrysophyllum lucentifolium;Goiabão;41,38;14;Remanescente;2;1,2171;0,1345;-5,885011;-54,946416
190086;6;19;Apuleia leiocarpa;Garapeira;114,59;20;Explorar;2;12,9617;1,0313;-5,884948;-54,946372
190087;6;19;Manilkara elata;Maçaranduba;78,3;22;Explorar;1;7,137;0,4816;-5,884879;-54,946325
190088;6;19;Goupia glabra;Cupiúba;74,17;19;Explorar;2;5,7705;0,432;-5,884792;-54,946203
190089;6;19;Chrysophyllum lucentifolium;Goiabão;42,65;21;Remanescente;1;1,7684;0,1429;-5,884862;-54,946356
190090;6;19;Chrysophyllum lucentifolium;Goiabão;39,79;18;Remanescente;2;1,3219;0,1243;-5,885009;-54,946486
190091;6;19;Handroanthus serratifolius;Ipê-amarelo;60,48;22;Explorar;1;4,1844;0,2873;-5,885191;-54,946592
190092;6;19;Cedrelinga cateniformis;Cedroarana;111,41;23;Explorar;2;13,7128;0,9748;-5,886232;-54,946676
190093;6;19;Parkia multijuga;Fava-benguê;63,66;18;Remanescente;1;4,0454;0,3183;-5,886275;-54,946675
190094;6;19;Simarouba amara;Marupá;89,13;19;Explorar;2;8,182;0,6239;-5,886815;-54,94662
190095;6;19;Manilkara elata;Maçaranduba;58,25;20;Remanescente;1;3,595;0,2665;-5,886935;-54,946708
190096;6;19;Dipteryx odorata;Cumaru;60,48;14;Explorar;2;3,0096;0,2873;-5,887424;-54,946514
190097;6;19;Parkia multijuga;Fava-benguê;136,87;21;Remanescente;1;17,4287;1,4714;-5,887574;-54,946644
190098;6;19;Ocotea rubra;Louro-vermelho;80,85;20;Remanescente;1;7,0858;0,5134;-5,88898;-54,946562
190099;6;19;Vatairea paraensis;Fava-amargosa;50,93;21;Remanescente;2;2,7339;0,2037;-5,888789;-54,946706
190100;6;19;Micropholis melinoniana;Currupixá;86,9;20;Explorar;1;8,109;0,5931;-5,888427;-54,946946
190101;6;19;Manilkara elata;Maçaranduba;70,66;23;Explorar;1;6,0074;0,3922;-5,887915;-54,946859
190102;6;19;Manilkara elata;Maçaranduba;114,91;20;Substituta;1;13,0178;1,0371;-5,887487;-54,946963
190103;6;19;Manilkara elata;Maçaranduba;98,68;19;Explorar;1;9,7848;0,7647;-5,887408;-54,94699
190104;6;19;Hymenaea parvifolia;Jutaí-mirim;76,39;20;Explorar;1;6,3499;0,4584;-5,886871;-54,946822
190105;6;19;Dipteryx odorata;Cumaru;70,03;18;Substituta;1;4,9404;0,3852;-5,886443;-54,946876
190106;6;19;Manilkara elata;Maçaranduba;54,11;22;Remanescente;1;3,2574;0,23;-5,886409;-54,94691
190107;6;19;Parkia pendula;Fava-bolota;91,35;18;Remanescente;1;8,2235;0,6555;-5,885916;-54,947019
190108;6;19;Goupia glabra;Cupiúba;66,21;17;Remanescente;2;4,2175;0,3443;-5,884781;-54,947076
190109;6;19;Holopyxidium jarana;Jarana;63,66;15;Substituta;1;3,5398;0,3183;-5,885371;-54,947268
190110;6;19;Couratari guianensis;Tauari;95,49;26;Explorar;1;11,5832;0,7162;-5,885605;-54,947231
190111;6;19;Goupia glabra;Cupiúba;73,21;17;Explorar;1;5,1856;0,421;-5,886067;-54,947172
190112;6;19;Manilkara elata;Maçaranduba;83,4;20;Explorar;1;7,5136;0,5463;-5,886577;-54,94722
190113;6;19;Couratari guianensis;Tauari;86,9;23;Explorar;1;8,9672;0,5931;-5,886597;-54,947234
190114;6;19;Hymenolobium petraeum;Angelim-pedra;82,12;21;Explorar;1;7,5608;0,5297;-5,887221;-54,947069
190115;6;19;Ocotea rubra;Louro-vermelho;77,35;20;Explorar;1;6,5061;0,4699;-5,887706;-54,947298
190116;6;19;Goupia glabra;Cupiúba;92,31;14;Remanescente;3;6,9662;0,6692;-5,887801;-54,947237
190117;6;19;Ocotea rubra;Louro-vermelho;90,72;21;Explorar;1;9,0808;0,6464;-5,888379;-54,94721
190118;6;19;Buchenavia grandis;Mirindiba;113,95;19;Remanescente;2;12,381;1,0199;-5,888792;-54,947145
190119;6;19;Goupia glabra;Cupiúba;88,17;20;Explorar;1;8,3274;0,6106;-5,889328;-54,947136
190120;6;19;Vochysia maxima;Quaruba;98,68;21;Explorar;2;10,5191;0,7647;-5,889444;-54,947156
190121;6;19;Parkia pendula;Fava-bolota;39,79;19;Remanescente;1;1,3749;0,1243;-5,889837;-54,947203
190122;6;19;Goupia glabra;Cupiúba;92,31;21;Remanescente;1;9,3666;0,6692;-5,890081;-54,947477
190123;6;19;Caryocar glabrum;Pequiarana;120,96;18;Explorar;1;13,0436;1,1491;-5,888339;-54,947483
190124;6;19;Goupia glabra;Cupiúba;66,85;17;Explorar;2;4,3031;0,3509;-5,886603;-54,947394
190125;6;19;Manilkara elata;Maçaranduba;82,76;20;Explorar;1;7,4062;0,5379;-5,885853;-54,947445
190126;6;19;Goupia glabra;Cupiúba;57,3;14;Substituta;2;2,6688;0,2578;-5,885583;-54,947492
190127;6;19;Vatairea paraensis;Fava-amargosa;39,79;21;Remanescente;1;1,4781;0,1243;-5,885511;-54,947447
190128;6;19;Manilkara elata;Maçaranduba;51,57;19;Remanescente;1;2,6188;0,2088;-5,885405;-54,947552
190129;6;19;Vochysia maxima;Quaruba;45,2;15;Remanescente;1;1,6014;0,1605;-5,884943;-54,947574
190130;6;19;Cedrelinga cateniformis;Cedroarana;200,54;24;Remanescente;2;30,2025;3,1584;-5,884959;-54,947671
190131;6;19;Caryocar glabrum;Pequiarana;107,59;20;Remanescente;2;11,7261;0,9091;-5,884999;-54,94773
190132;6;19;Handroanthus serratifolius;Ipê-amarelo;68,75;21;Explorar;1;5,3192;0,3713;-5,885064;-54,947728
190133;6;19;Astronium lecointei;Muiracatiara;50,61;23;Remanescente;1;2,8755;0,2012;-5,885629;-54,947644
190134;6;19;Holopyxidium jarana;Jarana;85,63;22;Explorar;1;8,4528;0,5758;-5,885802;-54,947692
190135;6;19;Goupia glabra;Cupiúba;88,17;16;Substituta;2;7,0784;0,6106;-5,885989;-54,947651
190136;6;19;Manilkara elata;Maçaranduba;80,21;18;Explorar;1;6,466;0,5053;-5,886128;-54,947785
190137;6;19;Hymenolobium petraeum;Angelim-pedra;82,76;22;Explorar;1;7,9329;0,5379;-5,886302;-54,947853
190138;6;19;Cariniana micrantha;Tauari-cachimbo;66,85;20;Remanescente;2;4,8426;0,3509;-5,886529;-54,94764
190139;6;19;Vochysia maxima;Quaruba;124,14;19;Explorar;2;14,1016;1,2104;-5,886776;-54,947726
190140;6;19;Hymenaea parvifolia;Jutaí-mirim;70,03;20;Substituta;1;5,3329;0,3852;-5,887131;-54,947788
190141;6;19;Goupia glabra;Cupiúba;49,66;18;Remanescente;1;2,3021;0,1937;-5,888106;-54,947679
190142;6;19;Vochysia maxima;Quaruba;65,89;19;Explorar;2;4,527;0,341;-5,889403;-54,947633
190143;6;19;Goupia glabra;Cupiúba;50,93;15;Explorar;2;2,1395;0,2037;-5,889473;-54,947755
190144;6;19;Goupia glabra;Cupiúba;79,58;17;Explorar;2;6,108;0,4974;-5,889507;-54,947787
190145;6;19;Hymenolobium petraeum;Angelim-pedra;91,99;23;Explorar;1;9,9382;0,6646;-5,889914;-54,947772
190146;6;19;Couratari guianensis;Tauari;76,39;25;Explorar;1;7,4529;0,4584;-5,889634;-54,948147
190147;6;19;Vochysia maxima;Quaruba;75,12;20;Substituta;2;6,143;0,4432;-5,889268;-54,947959
190148;6;19;Manilkara elata;Maçaranduba;81,49;22;Explorar;1;7,7038;0,5215;-5,888302;-54,948136
190149;6;19;Enterolobium maximum;Fava-tamboril;73,21;21;Remanescente;2;6,045;0,421;-5,888039;-54,947921
190150;6;19;Lecythis pisonis;Sapucaia;54,11;18;Remanescente;1;2,8173;0,23;-5,88792;-54,947909
190151;6;19;Manilkara elata;Maçaranduba;98,68;20;Explorar;1;10,1551;0,7647;-5,887961;-54,947833
190152;6;19;Buchenavia grandis;Mirindiba;100,27;19;Remanescente;2;10,0544;0,7896;-5,887846;-54,947908
190153;6;19;Goupia glabra;Cupiúba;50,93;17;Explorar;2;2,3452;0,2037;-5,887374;-54,947977
190154;6;19;Goupia glabra;Cupiúba;70,03;19;Explorar;2;5,1384;0,3852;-5,887291;-54,947934
190155;6;19;Goupia glabra;Cupiúba;41,38;16;Remanescente;1;1,3428;0,1345;-5,887116;-54,948095
190156;6;19;Goupia glabra;Cupiúba;76,39;17;Explorar;1;5,6424;0,4584;-5,887021;-54,948122
190157;6;19;Goupia glabra;Cupiúba;73,21;18;Explorar;2;5,4063;0,421;-5,886878;-54,948001
190158;6;19;Manilkara elata;Maçaranduba;94,86;22;Explorar;1;10,1606;0,7067;-5,886295;-54,947976
190159;6;19;Cedrelinga cateniformis;Cedroarana;59,21;13;Remanescente;1;2,7181;0,2753;-5,885901;-54,948001
190160;6;19;Enterolobium maximum;Fava-tamboril;57,3;17;Remanescente;2;3,0782;0,2578;-5,885667;-54,947931
190161;6;19;Cedrelinga cateniformis;Cedroarana;41,38;14;Remanescente;1;1,2171;0,1345;-5,885302;-54,947907
190162;6;19;Holopyxidium jarana;Jarana;60,48;18;Explorar;2;3,6191;0,2873;-5,885177;-54,947884
190163;6;19;Goupia glabra;Cupiúba;63,66;19;Remanescente;1;4,2075;0,3183;-5,884911;-54,94807
190164;6;19;Manilkara elata;Maçaranduba;93,26;20;Remanescente;1;9,2085;0,6832;-5,88496;-54,948194
190165;6;19;Trattinnickia rhoifolia;Amescla;101,86;22;Remanescente;1;11,4771;0,8149;-5,885548;-54,948372
190166;6;19;Manilkara elata;Maçaranduba;60,48;16;Remanescente;1;3,3207;0,2873;-5,888873;-54,948229
190167;6;19;Manilkara elata;Maçaranduba;66,85;21;Remanescente;1;5,0162;0,3509;-5,890645;-54,94819
190168;6;19;Caryocar glabrum;Pequiarana;113,95;20;Remanescente;2;12,8496;1,0199;-5,890655;-54,948137
190169;6;19;Goupia glabra;Cupiúba;49,66;14;Remanescente;2;1,9144;0,1937;-5,8908;-54,948193
190170;6;19;Ocotea rubra;Louro-vermelho;54,11;19;Remanescente;1;2,9302;0,23;-5,890846;-54,948203
190171;6;19;Goupia glabra;Cupiúba;64,62;18;Remanescente;2;4,1762;0,3279;-5,891198;-54,948438
190172;6;19;Manilkara elata;Maçaranduba;42,65;19;Remanescente;1;1,645;0,1429;-5,891073;-54,948538
190173;6;19;Ocotea rubra;Louro-vermelho;68,44;20;Explorar;2;5,0861;0,3678;-5,890952;-54,948538
190174;6;19;Pseudopiptadenia psilostachya;Timborana;82,76;21;Remanescente;2;7,6717;0,5379;-5,890714;-54,948551
190175;6;19;Goupia glabra;Cupiúba;68,44;13;Remanescente;3;3,7088;0,3678;-5,890599;-54,948518
190176;6;19;Bagassa guianensis;Tatajuba;45,2;18;Remanescente;3;1,8301;0,1605;-5,888675;-54,948371
190177;6;19;Vatairea paraensis;Fava-amargosa;57,3;23;Remanescente;1;3,8308;0,2578;-5,888481;-54,948569
190178;6;19;Ocotea rubra;Louro-vermelho;101,54;21;Explorar;1;11,0411;0,8098;-5,888303;-54,948408
190179;6;19;Couratari guianensis;Tauari;130,51;28;Explorar;1;20,019;1,3377;-5,887424;-54,9485
190180;6;19;Manilkara elata;Maçaranduba;70,98;22;Explorar;1;5,8723;0,3957;-5,886871;-54,948585
190181;6;19;Cedrelinga cateniformis;Cedroarana;93,9;18;Explorar;1;8,6336;0,6925;-5,886147;-54,948502
190182;6;19;Goupia glabra;Cupiúba;89,13;21;Explorar;2;8,7961;0,6239;-5,885613;-54,948459
190183;6;19;Pseudopiptadenia psilostachya;Timborana;55,7;18;Remanescente;1;3,0109;0,2437;-5,885323;-54,948562
190184;6;19;Bagassa guianensis;Tatajuba;53,48;20;Substituta;1;2,959;0,2246;-5,884887;-54,948619
190185;6;19;Goupia glabra;Cupiúba;41,7;17;Remanescente;1;1,4317;0,1366;-5,884798;-54,948538
190186;6;19;Lecythis pisonis;Sapucaia;95,49;21;Remanescente;2;9,9413;0,7162;-5,881107;-54,947947
