Nome: CONCEICAO DO ARAGUAIA
Codigo Estacao: 82861
Latitude: -8.25916666
Longitude: -49.26388888
Altitude: 179.02
Situacao: Operante
Data Inicial: 1984-01-01
Data Final: 2020-12-31
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);
1999-09-08;0;30,54;88,25;
1999-09-09;0;29,52;83,5;
1999-09-10;0;27,28;89,75;
1999-09-11;,8;24,44;97;
1999-09-12;14,6;28,18;88,25;
1999-09-13;0;28,96;90,25;
1999-09-14;0;28,54;88,25;
1999-09-15;0;27,66;94,25;
1999-09-16;0;27,5;93,5;
1999-09-17;2,2;28,52;89;
1999-09-18;0;28,78;88,75;
1999-09-19;0;28,62;91;
1999-09-20;0;25;97,75;
1999-09-21;2,1;28,1;90,75;
1999-09-22;0;26,48;92,25;
1999-09-23;15,5;27,02;94,25;
1999-09-24;0;25,98;94;
1999-09-25;20,2;23,76;97;
1999-09-26;11,4;25,48;95,75;
1999-09-27;0;28,6;88,75;
1999-09-28;0;28,9;88;
1999-09-29;0;28,02;90,75;
1999-09-30;0;28,56;90,25;
1999-10-01;0;28,28;88,75;
1999-10-02;0;29,06;91;
1999-10-03;0;28,6;86,75;
1999-10-04;,2;25,4;93,25;
1999-10-05;,6;27,26;88,75;
1999-10-06;0;28,1;80,5;
1999-10-07;0;28,98;81,5;
1999-10-08;0;29,38;84,25;
1999-10-09;0;29,22;79,25;
1999-10-10;0;29,98;84,25;
1999-10-11;0;29,5;85;
1999-10-12;0;29,38;87;
1999-10-13;0;28,82;88;
1999-10-14;0;29,98;82,25;
1999-10-15;0;28,08;86;
1999-10-16;0;27,02;91,25;
1999-10-17;0;28,66;88,25;
1999-10-18;0;28,12;84,5;
1999-10-19;0;null;null;
1999-10-20;0;null;null;
1999-10-21;0;27,44;84;
1999-10-22;0;25,34;96;
1999-10-23;,2;27,24;90,75;
1999-10-24;0;30,06;83,75;
1999-10-25;0;27,34;90;
1999-10-26;0;27,4;92,5;
1999-10-27;,4;25,68;96,25;
1999-10-28;2,5;26,3;92,25;
1999-10-29;0;27,3;94,5;
1999-10-30;33,9;25,3;95,75;
1999-10-31;0;26,5;96,75;
1999-11-01;11,9;25,08;93,25;
1999-11-02;78,9;26,56;93;
1999-11-03;,2;27,46;91,5;
1999-11-04;0;28,8;86,75;
1999-11-05;0;29,8;83,75;
1999-11-06;0;24,38;97,5;
1999-11-07;43,6;25,28;92,5;
1999-11-08;15,1;27,38;92,25;
1999-11-09;0;27,32;96;
1999-11-10;23,3;27,38;92,5;
1999-11-11;0;26,78;91,75;
1999-11-12;21,9;25,98;93,5;
1999-11-13;0;27,2;90,75;
1999-11-14;,5;29,08;85,5;
1999-11-15;0;27,9;89,5;
1999-11-16;,3;25,84;93;
1999-11-17;0;28,36;80,5;
1999-11-18;20,8;26,52;95,75;
1999-11-19;11;25,34;94,75;
1999-11-20;7,8;23,92;98,25;
1999-11-21;3,9;25,34;90,75;
1999-11-22;2;25,54;93,25;
1999-11-23;,1;25,86;93,5;
1999-11-24;11,4;24,86;96,5;
1999-11-25;9;27,58;89,5;
1999-11-26;0;26,56;90,75;
1999-11-27;0;25,12;96;
1999-11-28;31,3;26,1;93,5;
1999-11-29;0;26,76;92,75;
1999-11-30;2,4;25,54;94,5;
1999-12-01;35,8;26,66;94,75;
1999-12-02;16;25,58;94,25;
1999-12-03;3,8;25,34;95;
1999-12-04;3,5;25,4;96,75;
1999-12-05;52,6;23,62;98;
1999-12-06;12,9;27,18;88,25;
1999-12-07;0;28,3;91,25;
1999-12-08;,1;29,12;83,75;
1999-12-09;0;29,44;81;
1999-12-10;0;29,36;82,25;
1999-12-11;0;28,7;84,25;
1999-12-12;0;28,12;83;
1999-12-13;4,4;27,88;91,25;
1999-12-14;0;27,76;92;
1999-12-15;21,3;24,66;96,5;
1999-12-16;7;24,6;94,75;
1999-12-17;5,3;26,68;92,25;
1999-12-18;0;26,18;97,5;
1999-12-19;34,3;24,96;96,75;
1999-12-20;3,6;25,78;95,75;
1999-12-21;54,4;24,94;95,25;
1999-12-22;6,5;23,96;98,25;
1999-12-23;35,4;23,82;96;
1999-12-24;4,4;23,68;95,75;
1999-12-25;47,7;25,76;88,5;
1999-12-26;0;26,2;92,75;
1999-12-27;14,2;25,52;95,75;
1999-12-28;0;25,76;91,5;
1999-12-29;33;25,36;96;
1999-12-30;12,9;24,92;96,25;
1999-12-31;12,8;24,88;93,5;
2000-01-01;113;23,2;99;
2000-01-02;19,5;24,14;96;
2000-01-03;,4;24,38;95,5;
2000-01-04;17,6;25,44;89,75;
2000-01-05;14;25,92;91,5;
2000-01-06;0;25,88;95,25;
2000-01-07;2,1;26,52;89,75;
2000-01-08;4,9;25,2;90,75;
2000-01-09;2,6;26,48;89,25;
2000-01-10;0;26,02;95;
2000-01-11;3,9;25,62;93,25;
2000-01-12;5,6;25,94;92,25;
2000-01-13;,1;26,02;88,75;
2000-01-14;14,9;24,74;93;
2000-01-15;10,8;25,48;92,25;
2000-01-16;0;26,6;87,75;
2000-01-17;0;28,18;87,5;
2000-01-18;7,2;24,72;94,75;
2000-01-19;7,4;26,62;90,75;
2000-01-20;0;27,22;87;
2000-01-21;0;25,7;91,5;
2000-01-22;71,6;25,18;94;
2000-01-23;8,4;26,86;89,75;
2000-01-24;22;25,5;93,5;
2000-01-25;7,8;26,86;88,25;
2000-01-26;0;26,78;90,75;
2000-01-27;4,4;28,14;85;
2000-01-28;0;27,1;90;
2000-01-29;,2;27,04;85,5;
2000-01-30;5,8;26,2;94,75;
2000-01-31;0;28,8;85,75;
2000-02-01;0;28,5;85,5;
2000-02-02;,3;27,94;84,25;
2000-02-03;0;28,46;83,75;
2000-02-04;0;26,66;89,5;
2000-02-05;0;25,9;89,5;
2000-02-06;4,8;25,34;91,75;
2000-02-07;134,4;25,66;94;
2000-02-08;0;26,96;88;
2000-02-09;12;25,24;96;
2000-02-10;4,1;24,8;96,75;
2000-02-11;57,1;25,32;92,25;
2000-02-12;4,9;26,62;84,75;
2000-02-13;1,6;24,06;96;
2000-02-14;6,5;26,1;86;
2000-02-15;,2;25,7;95;
2000-02-16;19,1;23,54;93,75;
2000-02-17;12,8;24,6;94;
2000-02-18;3,1;24,06;96,5;
2000-02-19;3,2;25,58;88,5;
2000-02-20;2;25,96;88,25;
2000-02-21;0;26,28;92;
2000-02-22;0;25,78;89,5;
2000-02-23;7,1;24,32;95,5;
2000-02-24;12,6;26,4;90,25;
2000-02-25;0;26,86;87,25;
2000-02-26;4,4;25,12;92,75;
2000-02-27;49,6;26,5;89,25;
2000-02-28;2,6;26,24;89;
2000-02-29;8,6;25,58;95,75;
2000-03-01;21,4;26,62;93,5;
2000-03-02;,1;26,46;87,5;
2000-03-03;9,4;26,42;90,5;
2000-03-04;8,5;26,54;89,25;
2000-03-05;,6;27,66;85;
2000-03-06;0;25,92;90,5;
2000-03-07;0;25,94;91,75;
2000-03-08;0;26,28;91,25;
2000-03-09;,7;25,58;91,75;
2000-03-10;,1;26,36;88,25;
2000-03-11;18,7;26,94;88;
2000-03-12;1,2;25,68;87;
2000-03-13;0;26,58;88;
2000-03-14;8,2;25,42;94,25;
2000-03-15;7,6;25,46;95,5;
2000-03-16;71,7;25,76;90,5;
2000-03-17;3,2;25,78;91,25;
2000-03-18;25,7;25,7;92,25;
2000-03-19;0;26,9;88,5;
2000-03-20;0;27,38;85;
2000-03-21;0;26,64;88,25;
2000-03-22;31,1;27;89;
2000-03-23;0;27,54;82;
2000-03-24;0;28,42;82,75;
2000-03-25;0;28,74;80,25;
2000-03-26;0;27,4;90,5;
2000-03-27;1,3;25,52;93;
2000-03-28;18,6;23,8;92;
2000-03-29;3,5;25,66;87,75;
2000-03-30;5,4;26,48;87,5;
2000-03-31;0;27,26;86,25;
2000-04-01;1,7;26,4;89;
2000-04-02;30,2;25,64;92,25;
2000-04-03;3,1;26,02;96;
2000-04-04;31,7;25,44;96,5;
2000-04-05;8,3;26,7;88,25;
2000-04-06;17;27,36;89;
2000-04-07;,8;27,54;88,5;
2000-04-08;0;26,98;91,5;
2000-04-09;0;28,16;83,5;
2000-04-10;5,5;24,98;90,5;
2000-04-11;40,2;25,78;89,75;
2000-04-12;23;25,1;92,25;
2000-04-13;0;27,1;86,75;
2000-04-14;0;25,5;91,75;
2000-04-15;25,4;25,36;91;
2000-04-16;,3;27,22;88,25;
2000-04-17;0;26,9;90,5;
2000-04-18;20,4;26,1;90,75;
2000-04-19;0;27,22;90,25;
2000-04-20;19,9;26,58;92,5;
2000-04-21;,4;26,28;92;
2000-04-22;24,9;25,22;94;
2000-04-23;15;25,72;92;
2000-04-24;,6;27,2;88,5;
2000-04-25;40;24,18;95,25;
2000-04-26;9,5;26,78;88;
2000-04-27;0;27,38;83,5;
2000-04-28;0;27,32;79,75;
2000-04-29;0;27,84;82;
2000-04-30;2,6;26,84;89,75;
2000-05-01;0;27,84;86;
2000-05-02;0;28,24;83,25;
2000-05-03;0;28,38;78,5;
2000-05-04;0;28,3;76,75;
2000-05-05;0;28,14;78,5;
2000-05-06;0;28,56;79,25;
2000-05-07;0;28,02;86,5;
2000-05-08;83;26,5;90,25;
2000-05-09;0;27,3;87,75;
2000-05-10;0;28,46;83,75;
2000-05-11;0;28,64;81,5;
2000-05-12;0;28,62;79,75;
2000-05-13;0;28,2;79,25;
2000-05-14;0;27,4;78,75;
2000-05-15;0;26,9;81,75;
2000-05-16;0;28,16;74,25;
2000-05-17;0;29,14;76;
2000-05-18;0;28,2;78;
2000-05-19;0;27,2;83,75;
2000-05-20;0;28,24;82,75;
2000-05-21;2,4;26,62;88,5;
2000-05-22;2,5;27,68;82,5;
2000-05-23;0;27,8;80;
2000-05-24;,3;27,6;77,5;
2000-05-25;0;27,58;79,25;
2000-05-26;0;26,78;74,5;
2000-05-27;0;26,92;74,25;
2000-05-28;0;26,88;77,25;
2000-05-29;0;27,52;75,25;
2000-05-30;0;27,8;75,75;
2000-05-31;0;28,98;75,75;
2000-06-01;0;28,88;78;
2000-06-02;0;27,7;80,5;
2000-06-03;0;28,32;75,5;
2000-06-04;0;28,02;72,5;
2000-06-05;0;27,18;71,5;
2000-06-06;0;27,18;74,75;
2000-06-07;0;27,66;71,75;
2000-06-08;0;26,98;71,5;
2000-06-09;0;27,6;75,5;
2000-06-10;0;27,96;73;
2000-06-11;0;27,72;70,5;
2000-06-12;0;28,56;73,25;
2000-06-13;0;28,38;73,75;
2000-06-14;0;28,32;70,5;
2000-06-15;0;27,42;68,75;
2000-06-16;0;27,64;71,25;
2000-06-17;0;28,26;71,25;
2000-06-18;0;28,5;73,5;
2000-06-19;0;29,48;68,25;
2000-06-20;0;27,78;76,25;
2000-06-21;0;28,48;74;
2000-06-22;0;28,08;76,5;
2000-06-23;0;28,3;81,25;
2000-06-24;0;27,36;71,75;
2000-06-25;0;27,36;73,25;
2000-06-26;0;27,56;68,75;
2000-06-27;0;27,74;72,5;
2000-06-28;0;28,16;72,5;
2000-06-29;0;28,42;72,5;
2000-06-30;0;28,62;70,5;
2000-07-01;0;28,68;74,75;
2000-07-02;0;27,86;74;
2000-07-03;0;27,64;66;
2000-07-04;0;27,58;65,25;
2000-07-05;0;27,56;62,75;
2000-07-06;0;27,84;67,75;
2000-07-07;0;27,56;68;
2000-07-08;0;26,98;69,5;
2000-07-09;0;27,02;68,75;
2000-07-10;0;28,7;71;
2000-07-11;0;29,68;70,75;
2000-07-12;0;29,6;72,25;
2000-07-13;0;27,22;76;
2000-07-14;0;28,26;71,5;
2000-07-15;0;28,1;74;
2000-07-16;0;28,58;77,25;
2000-07-17;0;28,96;69,75;
2000-07-18;0;27,52;72,5;
2000-07-19;0;27,14;79,5;
2000-07-20;32,6;26,08;87,5;
2000-07-21;0;26,5;92,5;
2000-07-22;3,8;27,66;79,25;
2000-07-23;0;29,08;76;
2000-07-24;0;28,62;74,75;
2000-07-25;0;28,68;76;
2000-07-26;0;28,12;72,75;
2000-07-27;0;28,32;70;
2000-07-28;0;28,4;69,75;
2000-07-29;0;28,32;71;
2000-07-30;0;28,64;70;
2000-07-31;0;28,06;67,25;
2000-08-01;0;28,86;65,25;
2000-08-02;0;29,06;67;
2000-08-03;0;28,78;67;
2000-08-04;0;28,38;71,5;
2000-08-05;0;28,84;66;
2000-08-06;0;28,42;68,25;
2000-08-07;0;28,68;66,5;
2000-08-08;0;29,08;66;
2000-08-09;0;28,22;78,25;
2000-08-10;2,6;27,72;79,75;
2000-08-11;,4;28,8;83,75;
2000-08-12;0;28,44;84,75;
2000-08-13;1,4;27,6;88;
2000-08-14;0;28,32;84,25;
2000-08-15;0;29,1;81,75;
2000-08-16;0;28,08;79;
2000-08-17;0;28,4;79,5;
2000-08-18;0;29,02;80,75;
2000-08-19;0;28,5;79,75;
2000-08-20;0;28,54;78;
2000-08-21;0;28,76;78,25;
2000-08-22;0;29,84;81,5;
2000-08-23;0;30,04;79,75;
2000-08-24;0;29,38;79,5;
2000-08-25;0;29,4;78,5;
2000-08-26;0;29,72;76,75;
2000-08-27;0;29,98;81,75;
2000-08-28;0;29,86;78;
2000-08-29;0;31,1;80,75;
2000-08-30;0;30,66;84;
2000-08-31;0;30;80,25;
2000-09-01;0;28,74;79,25;
2000-09-02;0;28,44;81,75;
2000-09-03;0;28,34;82,75;
2000-09-04;0;29,04;85,75;
2000-09-05;,8;26,58;91,25;
2000-09-06;0;26,54;88,25;
2000-09-07;0;27,2;86;
2000-09-08;0;26,86;94,5;
2000-09-09;7,4;26,98;94,25;
2000-09-10;0;28,48;87,25;
2000-09-11;0;24,28;97,25;
2000-09-12;22,8;25,36;93,75;
2000-09-13;,2;27,32;89,75;
2000-09-14;0;27,7;92,5;
2000-09-15;5,6;26,18;93,75;
2000-09-16;,4;26,56;91,75;
2000-09-17;23,4;27,48;90;
2000-09-18;0;26,68;90,5;
2000-09-19;0;27,7;87,5;
2000-09-20;0;28,48;87,25;
2000-09-21;0;28,28;86,25;
2000-09-22;0;29,16;83,25;
2000-09-23;0;28,92;87,5;
2000-09-24;0;28,68;84,75;
2000-09-25;0;29,22;87;
2000-09-26;0;26,84;90,25;
2000-09-27;,8;23,24;97;
2000-09-28;10,2;25,32;92,25;
2000-09-29;0;24,74;93;
2000-09-30;0;26,88;89;
2000-10-01;0;25,06;95,5;
2000-10-02;9,2;26,26;94;
2000-10-03;0;25,74;94;
2000-10-04;58;24,7;94,5;
2000-10-05;38;26,26;90,75;
2000-10-06;0;28,02;89,75;
2000-10-07;0;26,12;90,25;
2000-10-08;3,9;24,98;96,25;
2000-10-09;2,4;26,94;94,75;
2000-10-10;,2;28,52;89;
2000-10-11;0;28,32;86,25;
2000-10-12;0;28,88;87,75;
2000-10-13;0;26,38;93,25;
2000-10-14;,5;27,7;90,25;
2000-10-15;0;28,96;86,5;
2000-10-16;0;25,84;95,75;
2000-10-17;6,2;26,76;92;
2000-10-18;0;27,36;90,75;
2000-10-19;0;27,56;91,25;
2000-10-20;1;28,72;89,75;
2000-10-21;0;28,72;87;
2000-10-22;0;29,08;86,25;
2000-10-23;0;25;93;
2000-10-24;95,1;24,8;97;
2000-10-25;17,4;26,72;91,5;
2000-10-26;,3;27,18;91;
2000-10-27;,2;27,56;88,25;
2000-10-28;0;27,34;94,25;
2000-10-29;0;26,96;96,75;
2000-10-30;,2;26,7;89,75;
2000-10-31;0;27,1;94,25;
2000-11-01;0;23,66;98,5;
2000-11-02;28,2;26,04;95;
2000-11-03;42,6;25,46;97,5;
2000-11-04;,2;24,98;95,25;
2000-11-05;16,4;24,58;97,5;
2000-11-06;1;26,94;89;
2000-11-07;11,8;24,98;95,75;
2000-11-08;10,1;27,24;90,5;
2000-11-09;0;25,7;96;
2000-11-10;39;23,86;97,5;
2000-11-11;13,4;25,94;93,5;
2000-11-12;0;28,24;88,75;
2000-11-13;0;28,76;90,25;
2000-11-14;0;26,68;91;
2000-11-15;8,9;26,74;94;
2000-11-16;0;26,6;94,75;
2000-11-17;9,2;25,86;95,25;
2000-11-18;0;27,02;94,5;
2000-11-19;0;27,98;86;
2000-11-20;0;25,74;96,25;
2000-11-21;11;25,64;89,5;
2000-11-22;13,8;25,16;96,75;
2000-11-23;1,4;26,96;90,5;
2000-11-24;0;28,36;90,5;
2000-11-25;0;27,32;91;
2000-11-26;0;27,8;87;
2000-11-27;0;26,32;92,75;
2000-11-28;3;25,54;94,25;
2000-11-29;0;25,82;96;
2000-11-30;24;25,54;94;
2000-12-01;,2;27,24;90,75;
2000-12-02;0;26,7;92,5;
2000-12-03;58;25,8;96,75;
2000-12-04;,3;26,98;90,75;
2000-12-05;0;24,66;98,25;
2000-12-06;1,4;25,44;94;
2000-12-07;0;26,8;92;
2000-12-08;1,4;24,88;98,5;
2000-12-09;1,4;25,74;93,75;
2000-12-10;,3;26,52;91,5;
2000-12-11;164,6;24,92;96,5;
2000-12-12;60;23,78;97,75;
2000-12-13;6;25,1;95,75;
2000-12-14;1,2;24,86;97,5;
2000-12-15;10,8;24,1;98,5;
2000-12-16;14,2;23,16;99;
2000-12-17;15,6;23,22;96,75;
2000-12-18;25,3;25,46;92,25;
2000-12-19;18,6;25,3;94,5;
2000-12-20;49,4;23,22;99;
2000-12-21;2,3;26,94;93;
2000-12-22;0;28,1;91,5;
2000-12-23;0;26,3;96,25;
2000-12-24;16,6;26,74;89,5;
2000-12-25;0;27,1;93;
2000-12-26;1,8;28,06;90,5;
2000-12-27;0;28,92;88,5;
2000-12-28;0;28,88;88;
2000-12-29;0;27,42;90,75;
2000-12-30;,8;27,9;92,5;
2000-12-31;0;25,82;92;
2001-01-01;0;24,94;96,5;
2001-01-02;,9;25,5;93,25;
2001-01-03;7;25,94;95,25;
2001-01-04;4,8;27,1;92;
2001-01-05;4,2;25,64;93,25;
2001-01-06;4,3;25,7;94,5;
2001-01-07;10;26,42;90,5;
2001-01-08;4,4;27,34;92,75;
2001-01-09;2,8;24,22;98,25;
2001-01-10;2,5;25,82;95,5;
2001-01-11;14;24,66;92,75;
2001-01-12;3,6;25,14;95,75;
2001-01-13;0;25,66;87,75;
2001-01-14;0;28,3;87,25;
2001-01-15;0;28,4;86,5;
2001-01-16;0;26,7;91,75;
2001-01-17;0;28,52;86,75;
2001-01-18;0;28,64;89;
2001-01-19;0;27,04;90,5;
2001-01-20;0;26,54;92;
2001-01-21;0;26,3;91;
2001-01-22;0;25,82;96,25;
2001-01-23;13,2;25,9;93,5;
2001-01-24;2,7;25,14;92,75;
2001-01-25;24,6;25,58;93,25;
2001-01-26;0;25,62;96,75;
2001-01-27;,4;26,02;95;
2001-01-28;0;26,42;91,5;
2001-01-29;0;26,04;93,5;
2001-01-30;14,6;23,84;95,25;
2001-01-31;4,1;25,8;94;
2001-02-01;1,4;26,78;92,5;
2001-02-02;43;24,98;94,25;
2001-02-03;27,4;25,74;91,5;
2001-02-04;1,4;25,86;92,5;
2001-02-05;1,4;26,32;91,5;
2001-02-06;0;27,48;93,75;
2001-02-07;,4;27,9;89,75;
2001-02-08;0;28,02;89,25;
2001-02-09;,1;27,64;85,5;
2001-02-10;42;25,98;94,75;
2001-02-11;1,2;27,3;91,5;
2001-02-12;4,4;25,98;92,75;
2001-02-13;0;26,58;93,75;
2001-02-14;0;26,1;95,75;
2001-02-15;0;25,34;95,25;
2001-02-16;3;24,56;96,75;
2001-02-17;10,4;25,74;92,5;
2001-02-18;0;26,82;88,75;
2001-02-19;1,1;25,3;95,5;
2001-02-20;29,7;26,14;94;
2001-02-21;6;27,1;90,75;
2001-02-22;0;27,1;90,5;
2001-02-23;,2;25,06;96,25;
2001-02-24;0;27,04;92;
2001-02-25;0;28,24;86,25;
2001-02-26;0;26,52;92;
2001-02-27;,2;24,4;94,75;
2001-02-28;1,7;26,16;93;
2001-03-01;48,2;24,94;97,75;
2001-03-02;3,7;25,34;98;
2001-03-03;7,4;26,36;92,75;
2001-03-04;0;27,36;92,75;
2001-03-05;9,4;27,64;92;
2001-03-06;6,6;25,36;94,5;
2001-03-07;5,4;26,42;94;
2001-03-08;,8;28,04;90;
2001-03-09;0;27,18;89,25;
2001-03-10;0;25,74;95;
2001-03-11;0;24,7;96,5;
2001-03-12;25,4;24,38;98,25;
2001-03-13;3,6;24,04;98,5;
2001-03-14;50,6;25,54;95;
2001-03-15;1,2;26,2;94,5;
2001-03-16;5,4;25,02;97,75;
2001-03-17;7,7;25,58;94,25;
2001-03-18;10,4;26,62;94,25;
2001-03-19;0;25,68;95,25;
2001-03-20;1,2;26,34;92,5;
2001-03-21;,1;27,3;94,5;
2001-03-22;0;27,34;93;
2001-03-23;,3;25,5;95,5;
2001-03-24;47,8;24,94;95,25;
2001-03-25;1,4;25,94;94;
2001-03-26;0;26,28;93,75;
2001-03-27;0;26,7;92,75;
2001-03-28;12,6;27,28;94,25;
2001-03-29;7;25,86;95,5;
2001-03-30;0;24,74;97;
2001-03-31;3;27,3;92;
2001-04-01;18,6;25,82;94,25;
2001-04-02;0;24,82;98;
2001-04-03;8,8;26,26;96,5;
2001-04-04;1;25,06;97,5;
2001-04-05;,6;26,84;95;
2001-04-06;10;27,38;94,25;
2001-04-07;0;28,44;90;
2001-04-08;0;27,34;92,25;
2001-04-09;0;27,68;92,75;
2001-04-10;0;27,02;94,25;
2001-04-11;0;26,7;94,25;
2001-04-12;0;28,16;91,25;
2001-04-13;0;25,12;96,25;
2001-04-14;0;25,7;94,75;
2001-04-15;0;26,8;92;
2001-04-16;0;26,8;93,5;
2001-04-17;,9;25,94;98;
2001-04-18;33,2;25,14;95;
2001-04-19;3,8;25,34;95,5;
2001-04-20;34,8;25,58;95,75;
2001-04-21;0;25,88;95,5;
2001-04-22;,8;25,46;97,5;
2001-04-23;0;26,06;97,25;
2001-04-24;3,6;27,84;88;
2001-04-25;0;26,62;93,5;
2001-04-26;0;27,64;88,25;
2001-04-27;0;28,2;89,5;
2001-04-28;0;27,58;89,5;
2001-04-29;0;28,34;92;
2001-04-30;0;28,6;89,25;
2001-05-01;0;28,64;89,75;
2001-05-02;0;28,64;87,75;
2001-05-03;0;28,8;88,75;
2001-05-04;0;29,04;87,25;
2001-05-05;0;28,24;90,5;
2001-05-06;0;29,04;90;
2001-05-07;0;29,22;89,75;
2001-05-08;0;28,06;93,75;
2001-05-09;7;28,52;93,5;
2001-05-10;37,6;25,24;97,25;
2001-05-11;25,6;26,48;93,75;
2001-05-12;0;27,68;93,5;
2001-05-13;0;28,5;90,5;
2001-05-14;4,9;26,62;95,75;
2001-05-15;0;28,38;93,25;
2001-05-16;0;26,5;96,25;
2001-05-17;0;27,96;91,25;
2001-05-18;0;27,86;91;
2001-05-19;0;28,52;91,25;
2001-05-20;19,6;27,64;93,75;
2001-05-21;0;25,3;94,75;
2001-05-22;19,6;26,62;94,75;
2001-05-23;0;26,44;87,5;
2001-05-24;0;25,74;92,75;
2001-05-25;,8;25,98;91,25;
2001-05-26;25,5;25,7;91,25;
2001-05-27;0;26,38;89,5;
2001-05-28;0;27,28;87,75;
2001-05-29;0;28,4;85;
2001-05-30;0;27,26;86,5;
2001-05-31;0;25,18;89,75;
2001-06-01;1,7;26,9;86,5;
2001-06-02;4,7;26,14;91,5;
2001-06-03;0;26,42;90,25;
2001-06-04;0;27,02;88,25;
2001-06-05;0;27,5;85,5;
2001-06-06;0;27,18;81,25;
2001-06-07;0;27,32;80,25;
2001-06-08;0;27,36;84,25;
2001-06-09;0;27,06;81,5;
2001-06-10;0;27,36;78,25;
2001-06-11;0;28,18;78,5;
2001-06-12;0;27,62;78,25;
2001-06-13;0;26,58;77,75;
2001-06-14;0;27,4;78,75;
2001-06-15;0;27,88;78,25;
2001-06-16;0;27,4;80,75;
2001-06-17;0;27,48;80,5;
2001-06-18;0;28,36;80,5;
2001-06-19;0;28,56;78,75;
2001-06-20;0;28;79,75;
2001-06-21;0;27,16;78,25;
2001-06-22;0;27,98;77,5;
2001-06-23;0;28,22;78;
2001-06-24;4,3;26,18;86,75;
2001-06-25;0;26,44;84;
2001-06-26;0;27,48;77,5;
2001-06-27;0;27,86;77;
2001-06-28;0;28,1;76,75;
2001-06-29;0;28,46;83;
2001-06-30;0;27,46;80,25;
2001-07-01;0;28,08;82,5;
2001-07-02;0;28,16;75,5;
2001-07-03;0;27,78;76,75;
2001-07-04;0;28,6;77;
2001-07-05;0;28,36;79,75;
2001-07-06;0;28,16;78,25;
2001-07-07;0;27,84;77;
2001-07-08;0;27,4;74;
2001-07-09;0;27,22;75,25;
2001-07-10;0;27,48;76,5;
2001-07-11;0;27,92;76,25;
2001-07-12;0;27,76;76,25;
2001-07-13;0;27,36;77,75;
2001-07-14;0;27,08;80,75;
2001-07-15;0;27,36;75,25;
2001-07-16;0;27,32;75,75;
2001-07-17;0;27,72;76,5;
2001-07-18;0;28;76,5;
2001-07-19;0;28,38;77;
2001-07-20;0;28,66;77,5;
2001-07-21;0;28,84;73,5;
2001-07-22;0;27,88;75;
2001-07-23;0;26,58;88;
2001-07-24;5,7;27,92;79,25;
2001-07-25;0;26,86;75,25;
2001-07-26;0;26,18;73;
2001-07-27;0;26,8;71,75;
2001-07-28;0;26,64;70,25;
2001-07-29;0;26,92;69,75;
2001-07-30;0;26,56;69,75;
2001-07-31;0;27,12;68,75;
2001-08-01;0;26,66;66,5;
2001-08-02;0;27,16;66,5;
2001-08-03;0;27,22;70;
2001-08-04;0;26,22;68,25;
2001-08-05;0;26,58;69,75;
2001-08-06;0;27,62;69;
2001-08-07;0;27,44;66,5;
2001-08-08;0;26,06;69;
2001-08-09;0;27,2;70,75;
2001-08-10;0;28,54;70,5;
2001-08-11;0;27,54;71;
2001-08-12;0;26,32;72,25;
2001-08-13;0;27,34;71,25;
2001-08-14;0;27,74;68,75;
2001-08-15;0;27,74;66,75;
2001-08-16;0;29;66;
2001-08-17;0;28,82;68;
2001-08-18;0;28,54;66,25;
2001-08-19;0;28,8;69;
2001-08-20;0;28,88;68,5;
2001-08-21;0;29,96;66,75;
2001-08-22;0;29,9;71,75;
2001-08-23;0;29,48;67,75;
2001-08-24;0;29,7;69,25;
2001-08-25;0;28,94;70,75;
2001-08-26;0;29,38;71,25;
2001-08-27;0;29,42;71,75;
2001-08-28;0;29,62;71,5;
2001-08-29;0;29,28;72;
2001-08-30;0;26,88;85,5;
2001-08-31;,4;28,88;74,5;
2001-09-01;0;29,16;70,75;
2001-09-02;0;29,64;72,75;
2001-09-03;0;29,08;67,5;
2001-09-04;0;29,32;70,25;
2001-09-05;0;29,96;71,25;
2001-09-06;0;29,04;76,75;
2001-09-07;0;27,92;81;
2001-09-08;0;27,92;78,75;
2001-09-09;0;29,48;73,25;
2001-09-10;0;29,14;77,25;
2001-09-11;0;28,12;79;
2001-09-12;1,1;27,32;79,5;
2001-09-13;,7;27,38;82;
2001-09-14;0;28,96;75,5;
2001-09-15;0;28,7;77;
2001-09-16;0;28,5;72,75;
2001-09-17;0;26,18;82;
2001-09-18;0;26,96;80,75;
2001-09-19;0;28,38;75,5;
2001-09-20;0;28,28;71,75;
2001-09-21;0;29,06;64,25;
2001-09-22;0;28,24;73,75;
2001-09-23;0;27,84;78,5;
2001-09-24;0;28,6;77,75;
2001-09-25;0;29,54;72,25;
2001-09-26;0;29,76;71,5;
2001-09-27;0;26,94;85;
2001-09-28;0;28,04;82,75;
2001-09-29;0;27,9;82;
2001-09-30;0;27,08;84,5;
2001-10-01;0;29,38;77,5;
2001-10-02;0;26,86;85,75;
2001-10-03;,1;28,46;79;
2001-10-04;0;28,44;84,75;
2001-10-05;0;29,16;79;
2001-10-06;0;27,1;91;
2001-10-07;1,6;25,26;92,75;
